Key Type,Key,1.21.8 en_us,1.21.8 zh_cn
entity,oak_boat,Oak Boat,橡木船
entity,oak_chest_boat,Oak Boat with Chest,橡木运输船
entity,ocelot,Ocelot,豹猫
entity,ominous_item_spawner,Ominous Item Spawner,不祥之物生成器
entity,painting,Painting,画
entity,pale_oak_boat,Pale Oak Boat,苍白橡木船
entity,pale_oak_chest_boat,Pale Oak Boat with Chest,苍白橡木运输船
entity,panda,Panda,熊猫
entity,parrot,Parrot,鹦鹉
entity,phantom,Phantom,幻翼
entity,pig,Pig,猪
entity,piglin,Piglin,猪灵
entity,piglin_brute,Piglin Brute,猪灵蛮兵
entity,pillager,Pillager,掠夺者
entity,player,Player,玩家
entity,polar_bear,Polar Bear,北极熊
entity,potion,Potion,药水
entity,pufferfish,Pufferfish,河豚
entity,rabbit,Rabbit,兔子
entity,ravager,Ravager,劫掠兽
entity,salmon,Salmon,鲑鱼
entity,sheep,Sheep,绵羊
entity,shulker,Shulker,潜影贝
entity,shulker_bullet,Shulker Bullet,潜影弹
entity,silverfish,Silverfish,蠹虫
entity,skeleton,Skeleton,骷髅
entity,skeleton_horse,Skeleton Horse,骷髅马
entity,slime,Slime,史莱姆
entity,small_fireball,Small Fireball,小火球
entity,sniffer,Sniffer,嗅探兽
entity,snow_golem,Snow Golem,雪傀儡
entity,snowball,Snowball,雪球
entity,spawner_minecart,Minecart with Monster Spawner,刷怪笼矿车
entity,spectral_arrow,Spectral Arrow,光灵箭
entity,spider,Spider,蜘蛛
entity,splash_potion,Splash Potion,喷溅药水
entity,spruce_boat,Spruce Boat,云杉木船
entity,spruce_chest_boat,Spruce Boat with Chest,云杉木运输船
entity,squid,Squid,鱿鱼
entity,stray,Stray,流浪者
entity,strider,Strider,炽足兽
entity,tadpole,Tadpole,蝌蚪
entity,text_display,Text Display,文本展示实体
entity,tnt,Primed TNT,被激活的TNT
entity,tnt_minecart,Minecart with TNT,TNT矿车
entity,trader_llama,Trader Llama,行商羊驼
entity,trident,Trident,三叉戟
entity,tropical_fish,Tropical Fish,热带鱼
entity,tropical_fish.predefined.0,Anemone,海葵鱼
entity,tropical_fish.predefined.1,Black Tang,黑刺尾鲷
entity,tropical_fish.predefined.10,Moorish Idol,镰鱼
entity,tropical_fish.predefined.11,Ornate Butterflyfish,华丽蝴蝶鱼
entity,tropical_fish.predefined.12,Parrotfish,鹦嘴鱼
entity,tropical_fish.predefined.13,Queen Angelfish,额斑刺蝶鱼
entity,tropical_fish.predefined.14,Red Cichlid,红丽鱼
entity,tropical_fish.predefined.15,Red Lipped Blenny,红唇真蛇鳚
entity,tropical_fish.predefined.16,Red Snapper,红边笛鲷
entity,tropical_fish.predefined.17,Threadfin,马鲅
entity,tropical_fish.predefined.18,Tomato Clownfish,白条双锯鱼
entity,tropical_fish.predefined.19,Triggerfish,鳞鲀
entity,tropical_fish.predefined.2,Blue Tang,蓝刺尾鲷
entity,tropical_fish.predefined.20,Yellowtail Parrotfish,高鳍鹦嘴鱼
entity,tropical_fish.predefined.21,Yellow Tang,黄刺尾鲷
entity,tropical_fish.predefined.3,Butterflyfish,蝴蝶鱼
entity,tropical_fish.predefined.4,Cichlid,丽鱼
entity,tropical_fish.predefined.5,Clownfish,小丑鱼
entity,tropical_fish.predefined.6,Cotton Candy Betta,五彩搏鱼
entity,tropical_fish.predefined.7,Dottyback,绣雀鲷
entity,tropical_fish.predefined.8,Emperor Red Snapper,川纹笛鲷
entity,tropical_fish.predefined.9,Goatfish,拟羊鱼
entity,tropical_fish.type.betty,Betty,背蒂类
entity,tropical_fish.type.blockfish,Blockfish,方身类
entity,tropical_fish.type.brinely,Brinely,咸水类
entity,tropical_fish.type.clayfish,Clayfish,陶鱼类
entity,tropical_fish.type.dasher,Dasher,速跃类
entity,tropical_fish.type.flopper,Flopper,飞翼类
entity,tropical_fish.type.glitter,Glitter,闪鳞类
entity,tropical_fish.type.kob,Kob,石首类
entity,tropical_fish.type.snooper,Snooper,窥伺类
entity,tropical_fish.type.spotty,Spotty,多斑类
entity,tropical_fish.type.stripey,Stripey,条纹类
entity,tropical_fish.type.sunstreak,Sunstreak,日纹类
entity,turtle,Turtle,海龟
entity,vex,Vex,恼鬼
entity,villager,Villager,村民
entity,villager.armorer,Armorer,盔甲匠
entity,villager.butcher,Butcher,屠夫
entity,villager.cartographer,Cartographer,制图师
entity,villager.cleric,Cleric,牧师
entity,villager.farmer,Farmer,农民
entity,villager.fisherman,Fisherman,渔夫
entity,villager.fletcher,Fletcher,制箭师
entity,villager.leatherworker,Leatherworker,皮匠
entity,villager.librarian,Librarian,图书管理员
entity,villager.mason,Mason,石匠
entity,villager.nitwit,Nitwit,傻子
entity,villager.none,Villager,村民
entity,villager.shepherd,Shepherd,牧羊人
entity,villager.toolsmith,Toolsmith,工具匠
entity,villager.weaponsmith,Weaponsmith,武器匠
entity,vindicator,Vindicator,卫道士
entity,wandering_trader,Wandering Trader,流浪商人
entity,warden,Warden,监守者
entity,wind_charge,Wind Charge,风弹
entity,witch,Witch,女巫
entity,wither,Wither,凋灵
entity,wither_skeleton,Wither Skeleton,凋灵骷髅
entity,wither_skull,Wither Skull,凋灵之首
entity,wolf,Wolf,狼
entity,zoglin,Zoglin,僵尸疣猪兽
entity,zombie,Zombie,僵尸
entity,zombie_horse,Zombie Horse,僵尸马
entity,zombie_villager,Zombie Villager,僵尸村民
entity,zombified_piglin,Zombified Piglin,僵尸猪灵
item,acacia_boat,Acacia Boat,金合欢木船
item,acacia_chest_boat,Acacia Boat with Chest,金合欢木运输船
item,allay_spawn_egg,Allay Spawn Egg,悦灵刷怪蛋
item,amethyst_shard,Amethyst Shard,紫水晶碎片
item,angler_pottery_shard,Angler Pottery Shard,垂钓纹样陶片
item,angler_pottery_sherd,Angler Pottery Sherd,垂钓纹样陶片
item,apple,Apple,苹果
item,archer_pottery_shard,Archer Pottery Shard,弓箭纹样陶片
item,archer_pottery_sherd,Archer Pottery Sherd,弓箭纹样陶片
item,armadillo_scute,Armadillo Scute,犰狳鳞甲
item,armadillo_spawn_egg,Armadillo Spawn Egg,犰狳刷怪蛋
item,armor_stand,Armor Stand,盔甲架
item,arms_up_pottery_shard,Arms Up Pottery Shard,举臂纹样陶片
item,arms_up_pottery_sherd,Arms Up Pottery Sherd,举臂纹样陶片
item,arrow,Arrow,箭
item,axolotl_bucket,Bucket of Axolotl,美西螈桶
item,axolotl_spawn_egg,Axolotl Spawn Egg,美西螈刷怪蛋
item,baked_potato,Baked Potato,烤马铃薯
item,bamboo_chest_raft,Bamboo Raft with Chest,运输竹筏
item,bamboo_raft,Bamboo Raft,竹筏
item,bat_spawn_egg,Bat Spawn Egg,蝙蝠刷怪蛋
item,bee_spawn_egg,Bee Spawn Egg,蜜蜂刷怪蛋
item,beef,Raw Beef,生牛肉
item,beetroot,Beetroot,甜菜根
item,beetroot_seeds,Beetroot Seeds,甜菜种子
item,beetroot_soup,Beetroot Soup,甜菜汤
item,birch_boat,Birch Boat,白桦木船
item,birch_chest_boat,Birch Boat with Chest,白桦木运输船
item,black_bundle,Black Bundle,黑色收纳袋
item,black_dye,Black Dye,黑色染料
item,black_harness,Black Harness,黑色挽具
item,blade_pottery_shard,Blade Pottery Shard,利刃纹样陶片
item,blade_pottery_sherd,Blade Pottery Sherd,利刃纹样陶片
item,blaze_powder,Blaze Powder,烈焰粉
item,blaze_rod,Blaze Rod,烈焰棒
item,blaze_spawn_egg,Blaze Spawn Egg,烈焰人刷怪蛋
item,blue_bundle,Blue Bundle,蓝色收纳袋
item,blue_dye,Blue Dye,蓝色染料
item,blue_egg,Blue Egg,蓝色鸡蛋
item,blue_harness,Blue Harness,蓝色挽具
item,bogged_spawn_egg,Bogged Spawn Egg,沼骸刷怪蛋
item,bolt_armor_trim_smithing_template,Smithing Template,锻造模板
item,bolt_armor_trim_smithing_template.new,Bolt Armor Trim,镶铆盔甲纹饰
item,bone,Bone,骨头
item,bone_meal,Bone Meal,骨粉
item,book,Book,书
item,bordure_indented_banner_pattern,Bordure Indented Banner Pattern,波纹边旗帜图案
item,bow,Bow,弓
item,bowl,Bowl,碗
item,bread,Bread,面包
item,breeze_rod,Breeze Rod,旋风棒
item,breeze_spawn_egg,Breeze Spawn Egg,旋风人刷怪蛋
item,brewer_pottery_shard,Brewer Pottery Shard,佳酿纹样陶片
item,brewer_pottery_sherd,Brewer Pottery Sherd,佳酿纹样陶片
item,brewing_stand,Brewing Stand,酿造台
item,brick,Brick,红砖
item,brown_bundle,Brown Bundle,棕色收纳袋
item,brown_dye,Brown Dye,棕色染料
item,brown_egg,Brown Egg,棕色鸡蛋
item,brown_harness,Brown Harness,棕色挽具
item,brush,Brush,刷子
item,bucket,Bucket,铁桶
item,bundle,Bundle,收纳袋
item,bundle.empty,Empty,空
item,bundle.empty.description,Can hold a mixed stack of items,可容纳一组混合的物品
item,bundle.full,Full,满
item,bundle.fullness,%s/%s,%s/%s
item,burn_pottery_shard,Burn Pottery Shard,烈焰纹样陶片
item,burn_pottery_sherd,Burn Pottery Sherd,烈焰纹样陶片
item,camel_spawn_egg,Camel Spawn Egg,骆驼刷怪蛋
item,carrot,Carrot,胡萝卜
item,carrot_on_a_stick,Carrot on a Stick,胡萝卜钓竿
item,cat_spawn_egg,Cat Spawn Egg,猫刷怪蛋
item,cauldron,Cauldron,炼药锅
item,cave_spider_spawn_egg,Cave Spider Spawn Egg,洞穴蜘蛛刷怪蛋
item,chainmail_boots,Chainmail Boots,锁链靴子
item,chainmail_chestplate,Chainmail Chestplate,锁链胸甲
item,chainmail_helmet,Chainmail Helmet,锁链头盔
item,chainmail_leggings,Chainmail Leggings,锁链护腿
item,charcoal,Charcoal,木炭
item,cherry_boat,Cherry Boat,樱花木船
item,cherry_chest_boat,Cherry Boat with Chest,樱花木运输船
item,chest_minecart,Minecart with Chest,运输矿车
item,chicken,Raw Chicken,生鸡肉
item,chicken_spawn_egg,Chicken Spawn Egg,鸡刷怪蛋
item,chorus_fruit,Chorus Fruit,紫颂果
item,clay_ball,Clay Ball,黏土球
item,clock,Clock,时钟
item,coal,Coal,煤炭
item,coast_armor_trim_smithing_template,Smithing Template,锻造模板
item,coast_armor_trim_smithing_template.new,Coast Armor Trim,海岸盔甲纹饰
item,cocoa_beans,Cocoa Beans,可可豆
item,cod,Raw Cod,生鳕鱼
item,cod_bucket,Bucket of Cod,鳕鱼桶
item,cod_spawn_egg,Cod Spawn Egg,鳕鱼刷怪蛋
item,command_block_minecart,Minecart with Command Block,命令方块矿车
item,compass,Compass,指南针
item,cooked_beef,Steak,牛排
item,cooked_chicken,Cooked Chicken,熟鸡肉
item,cooked_cod,Cooked Cod,熟鳕鱼
item,cooked_mutton,Cooked Mutton,熟羊肉
item,cooked_porkchop,Cooked Porkchop,熟猪排
item,cooked_rabbit,Cooked Rabbit,熟兔肉
item,cooked_salmon,Cooked Salmon,熟鲑鱼
item,cookie,Cookie,曲奇
item,copper_ingot,Copper Ingot,铜锭
item,cow_spawn_egg,Cow Spawn Egg,牛刷怪蛋
item,creaking_spawn_egg,Creaking Spawn Egg,嘎枝刷怪蛋
item,creeper_banner_pattern,Banner Pattern,旗帜图案
item,creeper_banner_pattern.desc,Creeper Charge,苦力怕盾徽
item,creeper_banner_pattern.new,Creeper Charge Banner Pattern,苦力怕盾徽旗帜图案
item,creeper_spawn_egg,Creeper Spawn Egg,苦力怕刷怪蛋
item,crossbow,Crossbow,弩
item,crossbow.projectile,Projectile:,弹射物：
item,crossbow.projectile.multiple,Projectile: %s x %s,弹射物：%s × %s
item,crossbow.projectile.single,Projectile: %s,弹射物：%s
item,cyan_bundle,Cyan Bundle,青色收纳袋
item,cyan_dye,Cyan Dye,青色染料
item,cyan_harness,Cyan Harness,青色挽具
item,danger_pottery_shard,Danger Pottery Shard,危机纹样陶片
item,danger_pottery_sherd,Danger Pottery Sherd,危机纹样陶片
item,dark_oak_boat,Dark Oak Boat,深色橡木船
item,dark_oak_chest_boat,Dark Oak Boat with Chest,深色橡木运输船
item,debug_stick,Debug Stick,调试棒
item,debug_stick.empty,%s has no properties,%s不具备属性
item,debug_stick.select,"selected ""%s"" (%s)",已选择“%s”（%s）
item,debug_stick.update,"""%s"" to %s",“%s”设为%s
item,diamond,Diamond,钻石
item,diamond_axe,Diamond Axe,钻石斧
item,diamond_boots,Diamond Boots,钻石靴子
item,diamond_chestplate,Diamond Chestplate,钻石胸甲
item,diamond_helmet,Diamond Helmet,钻石头盔
item,diamond_hoe,Diamond Hoe,钻石锄
item,diamond_horse_armor,Diamond Horse Armor,钻石马铠
item,diamond_leggings,Diamond Leggings,钻石护腿
item,diamond_pickaxe,Diamond Pickaxe,钻石镐
item,diamond_shovel,Diamond Shovel,钻石锹
item,diamond_sword,Diamond Sword,钻石剑
item,disc_fragment_5,Disc Fragment,唱片残片
item,disc_fragment_5.desc,Music Disc - 5,音乐唱片 - 5
item,dolphin_spawn_egg,Dolphin Spawn Egg,海豚刷怪蛋
item,donkey_spawn_egg,Donkey Spawn Egg,驴刷怪蛋
item,dragon_breath,Dragon's Breath,龙息
item,dried_kelp,Dried Kelp,干海带
item,drowned_spawn_egg,Drowned Spawn Egg,溺尸刷怪蛋
item,dune_armor_trim_smithing_template,Smithing Template,锻造模板
item,dune_armor_trim_smithing_template.new,Dune Armor Trim,沙丘盔甲纹饰
item,echo_shard,Echo Shard,回响碎片
item,egg,Egg,鸡蛋
item,elder_guardian_spawn_egg,Elder Guardian Spawn Egg,远古守卫者刷怪蛋
item,elytra,Elytra,鞘翅
item,emerald,Emerald,绿宝石
item,enchanted_book,Enchanted Book,附魔书
item,enchanted_golden_apple,Enchanted Golden Apple,附魔金苹果
item,end_crystal,End Crystal,末地水晶
item,ender_dragon_spawn_egg,Ender Dragon Spawn Egg,末影龙刷怪蛋
item,ender_eye,Eye of Ender,末影之眼
item,ender_pearl,Ender Pearl,末影珍珠
item,enderman_spawn_egg,Enderman Spawn Egg,末影人刷怪蛋
item,endermite_spawn_egg,Endermite Spawn Egg,末影螨刷怪蛋
item,evoker_spawn_egg,Evoker Spawn Egg,唤魔者刷怪蛋
item,experience_bottle,Bottle o' Enchanting,附魔之瓶
item,explorer_pottery_shard,Explorer Pottery Shard,探险纹样陶片
item,explorer_pottery_sherd,Explorer Pottery Sherd,探险纹样陶片
item,eye_armor_trim_smithing_template,Smithing Template,锻造模板
item,eye_armor_trim_smithing_template.new,Eye Armor Trim,眼眸盔甲纹饰
item,feather,Feather,羽毛
item,fermented_spider_eye,Fermented Spider Eye,发酵蛛眼
item,field_masoned_banner_pattern,Field Masoned Banner Pattern,砖纹旗帜图案
item,filled_map,Map,地图
item,fire_charge,Fire Charge,火焰弹
item,firework_rocket,Firework Rocket,烟花火箭
item,firework_rocket.flight,Flight Duration:,飞行时间：
item,firework_rocket.multiple_stars,%s x %s,%s × %s
item,firework_rocket.single_star,%s,%s
item,firework_star,Firework Star,烟火之星
item,firework_star.black,Black,黑色
item,firework_star.blue,Blue,蓝色
item,firework_star.brown,Brown,棕色
item,firework_star.custom_color,Custom,自定义
item,firework_star.cyan,Cyan,青色
item,firework_star.fade_to,Fade to,淡化至
item,firework_star.flicker,Twinkle,闪烁
item,firework_star.gray,Gray,灰色
item,firework_star.green,Green,绿色
item,firework_star.light_blue,Light Blue,淡蓝色
item,firework_star.light_gray,Light Gray,淡灰色
item,firework_star.lime,Lime,黄绿色
item,firework_star.magenta,Magenta,品红色
item,firework_star.orange,Orange,橙色
item,firework_star.pink,Pink,粉红色
item,firework_star.purple,Purple,紫色
item,firework_star.red,Red,红色
item,firework_star.shape,Unknown Shape,未知形状
item,firework_star.shape.burst,Burst,喷发状
item,firework_star.shape.creeper,Creeper-shaped,苦力怕状
item,firework_star.shape.large_ball,Large Ball,大型球状
item,firework_star.shape.small_ball,Small Ball,小型球状
item,firework_star.shape.star,Star-shaped,星形
item,firework_star.trail,Trail,踪迹
item,firework_star.white,White,白色
item,firework_star.yellow,Yellow,黄色
item,fishing_rod,Fishing Rod,钓鱼竿
item,flint,Flint,燧石
item,flint_and_steel,Flint and Steel,打火石
item,flow_armor_trim_smithing_template,Smithing Template,锻造模板
item,flow_armor_trim_smithing_template.new,Flow Armor Trim,涡流盔甲纹饰
item,flow_banner_pattern,Banner Pattern,旗帜图案
item,flow_banner_pattern.desc,Flow,涡流
item,flow_banner_pattern.new,Flow Banner Pattern,涡流旗帜图案
item,flow_pottery_sherd,Flow Pottery Sherd,涡流纹样陶片
item,flower_banner_pattern,Banner Pattern,旗帜图案
item,flower_banner_pattern.desc,Flower Charge,花朵盾徽
item,flower_banner_pattern.new,Flower Charge Banner Pattern,花朵盾徽旗帜图案
item,flower_pot,Flower Pot,花盆
item,fox_spawn_egg,Fox Spawn Egg,狐狸刷怪蛋
item,friend_pottery_shard,Friend Pottery Shard,挚友纹样陶片
item,friend_pottery_sherd,Friend Pottery Sherd,挚友纹样陶片
item,frog_spawn_egg,Frog Spawn Egg,青蛙刷怪蛋
item,furnace_minecart,Minecart with Furnace,动力矿车
item,ghast_spawn_egg,Ghast Spawn Egg,恶魂刷怪蛋
item,ghast_tear,Ghast Tear,恶魂之泪
item,glass_bottle,Glass Bottle,玻璃瓶
item,glistering_melon_slice,Glistering Melon Slice,闪烁的西瓜片
item,globe_banner_pattern,Banner Pattern,旗帜图案
item,globe_banner_pattern.desc,Globe,地球
item,globe_banner_pattern.new,Globe Banner Pattern,地球旗帜图案
item,glow_berries,Glow Berries,发光浆果
item,glow_ink_sac,Glow Ink Sac,荧光墨囊
item,glow_item_frame,Glow Item Frame,荧光物品展示框
item,glow_squid_spawn_egg,Glow Squid Spawn Egg,发光鱿鱼刷怪蛋
item,glowstone_dust,Glowstone Dust,荧石粉
item,goat_horn,Goat Horn,山羊角
item,goat_spawn_egg,Goat Spawn Egg,山羊刷怪蛋
item,gold_ingot,Gold Ingot,金锭
item,gold_nugget,Gold Nugget,金粒
item,golden_apple,Golden Apple,金苹果
item,golden_axe,Golden Axe,金斧
item,golden_boots,Golden Boots,金靴子
item,golden_carrot,Golden Carrot,金胡萝卜
item,golden_chestplate,Golden Chestplate,金胸甲
item,golden_helmet,Golden Helmet,金头盔
item,golden_hoe,Golden Hoe,金锄
item,golden_horse_armor,Golden Horse Armor,金马铠
item,golden_leggings,Golden Leggings,金护腿
item,golden_pickaxe,Golden Pickaxe,金镐
item,golden_shovel,Golden Shovel,金锹
item,golden_sword,Golden Sword,金剑
item,gray_bundle,Gray Bundle,灰色收纳袋
item,gray_dye,Gray Dye,灰色染料
item,gray_harness,Gray Harness,灰色挽具
item,green_bundle,Green Bundle,绿色收纳袋
item,green_dye,Green Dye,绿色染料
item,green_harness,Green Harness,绿色挽具
item,guardian_spawn_egg,Guardian Spawn Egg,守卫者刷怪蛋
item,gunpowder,Gunpowder,火药
item,guster_banner_pattern,Banner Pattern,旗帜图案
item,guster_banner_pattern.desc,Guster,旋风
item,guster_banner_pattern.new,Guster Banner Pattern,旋风旗帜图案
item,guster_pottery_sherd,Guster Pottery Sherd,旋风纹样陶片
item,happy_ghast_spawn_egg,Happy Ghast Spawn Egg,快乐恶魂刷怪蛋
item,harness,Harness,挽具
item,heart_of_the_sea,Heart of the Sea,海洋之心
item,heart_pottery_shard,Heart Pottery Shard,爱心纹样陶片
item,heart_pottery_sherd,Heart Pottery Sherd,爱心纹样陶片
item,heartbreak_pottery_shard,Heartbreak Pottery Shard,心碎纹样陶片
item,heartbreak_pottery_sherd,Heartbreak Pottery Sherd,心碎纹样陶片
item,hoglin_spawn_egg,Hoglin Spawn Egg,疣猪兽刷怪蛋
item,honey_bottle,Honey Bottle,蜂蜜瓶
item,honeycomb,Honeycomb,蜜脾
item,hopper_minecart,Minecart with Hopper,漏斗矿车
item,horse_spawn_egg,Horse Spawn Egg,马刷怪蛋
item,host_armor_trim_smithing_template,Smithing Template,锻造模板
item,host_armor_trim_smithing_template.new,Host Armor Trim,雇主盔甲纹饰
item,howl_pottery_shard,Howl Pottery Shard,狼嚎纹样陶片
item,howl_pottery_sherd,Howl Pottery Sherd,狼嚎纹样陶片
item,husk_spawn_egg,Husk Spawn Egg,尸壳刷怪蛋
item,ink_sac,Ink Sac,墨囊
item,iron_axe,Iron Axe,铁斧
item,iron_boots,Iron Boots,铁靴子
item,iron_chestplate,Iron Chestplate,铁胸甲
item,iron_golem_spawn_egg,Iron Golem Spawn Egg,铁傀儡刷怪蛋
item,iron_helmet,Iron Helmet,铁头盔
item,iron_hoe,Iron Hoe,铁锄
item,iron_horse_armor,Iron Horse Armor,铁马铠
item,iron_ingot,Iron Ingot,铁锭
item,iron_leggings,Iron Leggings,铁护腿
item,iron_nugget,Iron Nugget,铁粒
item,iron_pickaxe,Iron Pickaxe,铁镐
item,iron_shovel,Iron Shovel,铁锹
item,iron_sword,Iron Sword,铁剑
item,item_frame,Item Frame,物品展示框
item,jungle_boat,Jungle Boat,丛林木船
item,jungle_chest_boat,Jungle Boat with Chest,丛林木运输船
item,knowledge_book,Knowledge Book,知识之书
item,lapis_lazuli,Lapis Lazuli,青金石
item,lava_bucket,Lava Bucket,熔岩桶
item,lead,Lead,拴绳
item,leather,Leather,皮革
item,leather_boots,Leather Boots,皮革靴子
item,leather_chestplate,Leather Tunic,皮革外套
item,leather_helmet,Leather Cap,皮革帽子
item,leather_horse_armor,Leather Horse Armor,皮革马铠
item,leather_leggings,Leather Pants,皮革裤子
item,light_blue_bundle,Light Blue Bundle,淡蓝色收纳袋
item,light_blue_dye,Light Blue Dye,淡蓝色染料
item,light_blue_harness,Light Blue Harness,淡蓝色挽具
item,light_gray_bundle,Light Gray Bundle,淡灰色收纳袋
item,light_gray_dye,Light Gray Dye,淡灰色染料
item,light_gray_harness,Light Gray Harness,淡灰色挽具
item,lime_bundle,Lime Bundle,黄绿色收纳袋
item,lime_dye,Lime Dye,黄绿色染料
item,lime_harness,Lime Harness,黄绿色挽具
item,lingering_potion,Lingering Potion,滞留药水
item,lingering_potion.effect.awkward,Awkward Lingering Potion,滞留型粗制的药水
item,lingering_potion.effect.empty,Lingering Uncraftable Potion,不可合成的滞留型药水
item,lingering_potion.effect.fire_resistance,Lingering Potion of Fire Resistance,滞留型抗火药水
item,lingering_potion.effect.harming,Lingering Potion of Harming,滞留型伤害药水
item,lingering_potion.effect.healing,Lingering Potion of Healing,滞留型治疗药水
item,lingering_potion.effect.infested,Lingering Potion of Infestation,滞留型虫蚀药水
item,lingering_potion.effect.invisibility,Lingering Potion of Invisibility,滞留型隐身药水
item,lingering_potion.effect.leaping,Lingering Potion of Leaping,滞留型跳跃药水
item,lingering_potion.effect.levitation,Lingering Potion of Levitation,滞留型飘浮药水
item,lingering_potion.effect.luck,Lingering Potion of Luck,滞留型幸运药水
item,lingering_potion.effect.mundane,Mundane Lingering Potion,滞留型平凡的药水
item,lingering_potion.effect.night_vision,Lingering Potion of Night Vision,滞留型夜视药水
item,lingering_potion.effect.oozing,Lingering Potion of Oozing,滞留型渗浆药水
item,lingering_potion.effect.poison,Lingering Potion of Poison,滞留型剧毒药水
item,lingering_potion.effect.regeneration,Lingering Potion of Regeneration,滞留型再生药水
item,lingering_potion.effect.slow_falling,Lingering Potion of Slow Falling,滞留型缓降药水
item,lingering_potion.effect.slowness,Lingering Potion of Slowness,滞留型迟缓药水
item,lingering_potion.effect.strength,Lingering Potion of Strength,滞留型力量药水
item,lingering_potion.effect.swiftness,Lingering Potion of Swiftness,滞留型迅捷药水
item,lingering_potion.effect.thick,Thick Lingering Potion,滞留型浓稠的药水
item,lingering_potion.effect.turtle_master,Lingering Potion of the Turtle Master,滞留型神龟药水
item,lingering_potion.effect.water,Lingering Water Bottle,滞留型水瓶
item,lingering_potion.effect.water_breathing,Lingering Potion of Water Breathing,滞留型水肺药水
item,lingering_potion.effect.weakness,Lingering Potion of Weakness,滞留型虚弱药水
item,lingering_potion.effect.weaving,Lingering Potion of Weaving,滞留型盘丝药水
item,lingering_potion.effect.wind_charged,Lingering Potion of Wind Charging,滞留型蓄风药水
item,llama_spawn_egg,Llama Spawn Egg,羊驼刷怪蛋
item,lodestone_compass,Lodestone Compass,磁石指针
item,mace,Mace,重锤
item,magenta_bundle,Magenta Bundle,品红色收纳袋
item,magenta_dye,Magenta Dye,品红色染料
item,magenta_harness,Magenta Harness,品红色挽具
item,magma_cream,Magma Cream,岩浆膏
item,magma_cube_spawn_egg,Magma Cube Spawn Egg,岩浆怪刷怪蛋
item,mangrove_boat,Mangrove Boat,红树木船
item,mangrove_chest_boat,Mangrove Boat with Chest,红树木运输船
item,map,Empty Map,空地图
item,melon_seeds,Melon Seeds,西瓜种子
item,melon_slice,Melon Slice,西瓜片
item,milk_bucket,Milk Bucket,奶桶
item,minecart,Minecart,矿车
item,miner_pottery_shard,Miner Pottery Shard,采矿纹样陶片
item,miner_pottery_sherd,Miner Pottery Sherd,采矿纹样陶片
item,mojang_banner_pattern,Banner Pattern,旗帜图案
item,mojang_banner_pattern.desc,Thing,Mojang徽标
item,mojang_banner_pattern.new,Thing Banner Pattern,Mojang徽标旗帜图案
item,mooshroom_spawn_egg,Mooshroom Spawn Egg,哞菇刷怪蛋
item,mourner_pottery_shard,Mourner Pottery Shard,悲恸纹样陶片
item,mourner_pottery_sherd,Mourner Pottery Sherd,悲恸纹样陶片
item,mule_spawn_egg,Mule Spawn Egg,骡刷怪蛋
item,mushroom_stew,Mushroom Stew,蘑菇煲
item,music_disc_11,Music Disc,音乐唱片
item,music_disc_11.desc,C418 - 11,C418 - 11
item,music_disc_13,Music Disc,音乐唱片
item,music_disc_13.desc,C418 - 13,C418 - 13
item,music_disc_5,Music Disc,音乐唱片
item,music_disc_5.desc,Samuel Åberg - 5,Samuel Åberg - 5
item,music_disc_blocks,Music Disc,音乐唱片
item,music_disc_blocks.desc,C418 - blocks,C418 - blocks
item,music_disc_cat,Music Disc,音乐唱片
item,music_disc_cat.desc,C418 - cat,C418 - cat
item,music_disc_chirp,Music Disc,音乐唱片
item,music_disc_chirp.desc,C418 - chirp,C418 - chirp
item,music_disc_creator,Music Disc,音乐唱片
item,music_disc_creator.desc,Lena Raine - Creator,Lena Raine - Creator
item,music_disc_creator_music_box,Music Disc,音乐唱片
item,music_disc_creator_music_box.desc,Lena Raine - Creator (Music Box),Lena Raine - Creator（八音盒）
item,music_disc_far,Music Disc,音乐唱片
item,music_disc_far.desc,C418 - far,C418 - far
item,music_disc_lava_chicken,Music Disc,音乐唱片
item,music_disc_lava_chicken.desc,Hyper Potions - Lava Chicken,Hyper Potions - Lava Chicken
item,music_disc_mall,Music Disc,音乐唱片
item,music_disc_mall.desc,C418 - mall,C418 - mall
item,music_disc_mellohi,Music Disc,音乐唱片
item,music_disc_mellohi.desc,C418 - mellohi,C418 - mellohi
item,music_disc_otherside,Music Disc,音乐唱片
item,music_disc_otherside.desc,Lena Raine - otherside,Lena Raine - otherside
item,music_disc_pigstep,Music Disc,音乐唱片
item,music_disc_pigstep.desc,Lena Raine - Pigstep,Lena Raine - Pigstep
item,music_disc_precipice,Music Disc,音乐唱片
item,music_disc_precipice.desc,Aaron Cherof - Precipice,Aaron Cherof - Precipice
item,music_disc_relic,Music Disc,音乐唱片
item,music_disc_relic.desc,Aaron Cherof - Relic,Aaron Cherof - Relic
item,music_disc_stal,Music Disc,音乐唱片
item,music_disc_stal.desc,C418 - stal,C418 - stal
item,music_disc_strad,Music Disc,音乐唱片
item,music_disc_strad.desc,C418 - strad,C418 - strad
item,music_disc_tears,Music Disc,音乐唱片
item,music_disc_tears.desc,Amos Roddy - Tears,Amos Roddy - Tears
item,music_disc_wait,Music Disc,音乐唱片
item,music_disc_wait.desc,C418 - wait,C418 - wait
item,music_disc_ward,Music Disc,音乐唱片
